0.05;0.0000000000001936228954946273
0.06;0.00000000000792044207997833
0.07;0.00000000017045675981819386
0.08;0.0000000022743308347727975
0.09;0.000000021036876018953876
0.1;0.00000014561085981412702
0.11;0.0000007964745240007787
0.12;0.000003584252731725357
0.13;0.000013682019579186466
0.14;0.00004536774053653936
0.15;0.00013315971557059658
0.16;0.00035125923394152547
0.17;0.0008431704149541863
0.18;0.0018608793556469383
0.19;0.0038088981542138134
0.2;0.007283706703836268
0.21;0.013095305089266263
0.22;0.02225662147935037
0.23;0.03592978249152512
0.24;0.05532588877931499
0.25;0.08156554632073798
0.26;0.11551831244220878
0.27;0.1576472823342313
0.28;0.207887681652968
0.29;0.265584389870125
0.3;0.3295034733790215
0.31;0.3979193591987539
0.32;0.4687654497589562
0.33;0.5398249592555231
0.34;0.6089328439444659
0.35;0.6741597881783773
0.36;0.7339546930302316
0.37;0.787231243846021
0.38;0.8333945961825859
0.39;0.872313781396316
0.4;0.9042524370502929
0.41;0.9297740985330353
0.42;0.9496385810527878
0.43;0.9647036248797215
0.44;0.9758420162130118
0.45;0.9838799247096418
