0.05;3
0.06;3
0.07;3
0.08;3
0.09;3
0.1;4
0.11;4
0.12;4
0.13;4
0.14;5
0.15;5
0.16;5
0.17;6
0.18;6
0.19;7
0.2;7
0.21;8
0.22;8
0.23;9
0.24;9
0.25;10
0.26;11
0.27;12
0.28;13
0.29;14
0.3;16
0.31;17
0.32;19
0.33;21
0.34;24
0.35;27
0.36;31
0.37;35
0.38;41
0.39;48
0.4;58
0.41;71
0.42;89
0.43;115
0.44;150
0.45;149
